castle_load,11.2,15,^2Price: ^7En la torre del reloj de Hereford se inscriben los nombres de los muertos.
castle_load,15.2,20,"^2Price: ^7Intentamos honrar sus hazañas, aunque los rostros se borran de nuestra memoria."
castle_load,20.5,25,^2Price: ^7Esos recuerdos son lo único que queda cuando los cabrones se han llevado todo lo demás.
castle_load,26.2,27,^2Baseplate: ^7 ¿Qué ha pasado?
castle_load,27.3,28.5,^2Price: ^7 Ha matado a Soap.
castle_load,29,30,"^2Price: ^7 Ha muerto, Mac."
castle_load,31,32.3,^2Baseplate: ^7 ¿Qué puedo hacer por usted?
castle_load,32.5,38.8,"^2Price: ^7Darme una ubicación. Nuestro ruso dice que Makarov almacenaba armas en un castillo, en las montañas, cerca de Praga. No hay nada más."
castle_load,39,39.8,^2Baseplate: ^7 ¿Confía en él?
castle_load,40.2,41.5,^2Price: ^7 ¿Qué opciones tengo?
castle_load,41.6,44,^2Price: ^7 Tiene motivos para querer a Makarov muerto. 
castle_load,44.5,45.5,^2Price: ^7 ¿Le suena el lugar?
castle_load,46,53,"^2Baseplate: ^7Sí. Enviamos drones sobre un castillo sospechoso cuando lo de Zakhaev, pero nunca pillamos a los blancos visitando la zona."
castle_load,53.1,54.4,^2Price: ^7 ¿A qué me enfrento?
castle_load,54.5,60.5,^2Baseplate: ^7 Es una fortaleza. Solo hay una forma de entrar o salir... a no ser que pueda volar.
castle_load,60.6,66.5,^2Baseplate: ^7 Una sala de seguridad al otro lado del complejo y un centro de mando al norte. Ambos muy protegidos.
castle_load,67.5,71,"^2Baseplate: ^7 Si Makarov está allí, estará en la sala de control."
castle_load,71.5,72.8,^2Baseplate: ^7 ¿Qué es esto que me envía?
castle_load,73.2,74.5,^2Price: ^7 Una lista de equipo.
castle_load,74.6,78.3,"^2Baseplate: ^7 Es mucho material, John. ¿Qué planea hacer?"
castle_load,78.5,79.8,^2Price: ^7 Lo que usted me enseñó...
castle_load,80.5,81.8,^2Price: ^7 Matarlos. 
hamburg_load,5,8,^2Wallcroft: ^7 Repito: Downing Street está en la zona contaminada. ¡Cambio!
hamburg_load,11.5,16.8,^2GIGN Commander: ^7Aquí cuartel del GIGN. ¡Nos están masacrando! ¡Estoy expuesto!
hamburg_load,17,18.5,^2Ramstein AFB: ^7 ¡Aquí Ramstein! ¡Nos están atacando!
hamburg_load,19,22.3,^2Overlord: ^7 Sabemos lo del ataque con gas y estamos enviando unidades de descontaminación.
hamburg_load,23,25.5,^2Ramstein AFB: ^7 ¡Nada de gas! ¡Nos están atacando fuerzas terrestres rusas!
hamburg_load,26,28.5,"^2Overlord: ^7 Repita, Ramstein. ¿Qué fuerzas rusas?"
hamburg_load,29,31.5,^2Ramstein AFB: ^7 ¡Todo el ejército ruso! Solicito apoyo inmediato.
hamburg_load,36,40.5,^2Overlord: ^7Esto no ha sido terrorismo. Pretendían inutilizar nuestras defensas contra su invasión. 
hamburg_load,41,43.5,^2Overlord: ^7 Debemos golpearlos con todo lo que tenemos.
hamburg_load,43.8,45.5,^2Battle Captain: ^7 Hemos perdido el contacto con la delegación de Hamburgo.
hamburg_load,46,50.5,"^2Overlord: ^7 Metal 0-1, aquí Overlord jefe. Va a ser redirigido a Hamburgo."
hamburg_load,50.6,52.5,^2Overlord: ^7 Tenemos un rescate de máximo nivel.
hamburg_load,52.8,53.5,^2Sandman: ^7 ¿Quién es?
hamburg_load,54,55,^2Overlord: ^7 El vicepresidente.
hijack_load,0,0,^2Commander: ^7Informe general.
hijack_load,0.5,3.5,"^2Price: ^7 En la guerra, la primera baja es la verdad."
hijack_load,9.4,11.5,"^2Price: ^7Pero, ¿quién define lo que es cierto?"
hijack_load,28.5,33,^2Price: ^7La verdad depende del punto de vista.
hijack_load,37.5,47.5,"^2Price: ^7 El deber de todo soldado es proteger a los inocentes. Y, a veces, eso implica perpetuar la mentira del bien y del mal... La guerra no es más que un proceso de selección natural a gran escala."
hijack_load,51,55,^2Price: ^7 Lo único que sé es que este mundo es una enorme caja de cerillas.
hijack_load,55.5,59,^2Price: ^7 Solo hace falta una persona para hacer saltar la chispa.
london_load,0,0,^2French Intel Officer: ^7Aquí estación Córcega. Estamos recibiendo un mensaje codificado.
london_load,0,0,^2French Intel Officer: ^7Alerten a la inteligencia británica de que tenemos un problema.
london_load,0,0,"^2MI5 Director: ^7 Capitán, tramen lo que tramen... deténgalos."
london_load,20,23.5,^2MI6 Officer: ^7Los franceses interceptaron un mensaje sobre un envío sospechoso dirigido a territorio británico. 
london_load,24,25.5,^2SIS Chief: ^7¿Se ha identificado el vehículo?
london_load,26,29.5,"^2MI6 Officer: ^7No, señor. La llamada vino de un número de la lista vigilada de Fregata Industries."
london_load,30,33,^2SIS Chief: ^7 Avisen al MI5 de que tenemos una amenaza inminente.
london_load,34,35.5,"^2MI5 Director: ^7 Caballeros, ¿qué sabemos?"
london_load,36,42,"^2MI6 Officer: ^7 Nada sólido. La rama especial está cribando los individuos de interés, pero recomendamos que el SAS investigue amenazas de nivel 1."
london_load,42.5,43.8,^2MI5 Director: ^7 Póngame con Hereford.
london_load,44.8,48.5,"^2Baseplate: ^7 Señora, entiendo que hay enemigos desconocidos esperando un paquete."
london_load,49,59.8,"^2MI5 Director: ^7Ahora estamos enviando posibles puntos de entrada. Recuerde, actualmente, la naturaleza de la carga se desconoce."
london_load,56,60.5,^2Baseplate: ^7 Recibido. Nos estamos preparando. Estaremos listos en una hora.
london_load,60,63.5,"^2Baseplate: ^7Tranquila. Tramen lo que tramen, los detendremos."
opening_load,12.5,14.5,^2Makarov: ^7 Toda guerra se basa en la mentira.
opening_load,21.5,24.5,^2Makarov: ^7 Durante años la hipocresía de Occidente ha sumido el mundo en guerra.
opening_load,36.5,41,^2Makarov: ^7 Los corruptos hablan mientras los nuestros derraman su sangre.
opening_load,43.5,44.8,"^2Makarov: ^7 Recuerde, nada de ruso."
opening_load,47,48.5,^2Makarov: ^7 Pero la mentira tiene doble filo.
opening_load,54.5,58,"^2Makarov: ^7 Cuanto mayor es la mentira, más probable es que la crean."
opening_load,59.2,64,"^2Makarov: ^7 Y cuando una nación clama venganza, la mentira es como un reguero de pólvora."
opening_load,64.1,66,^2F-16 Pilot: ^7¡Veo cazas sobre la I-95! ¿Cómo han conseguido pasar?
opening_load,67,70,^2Makarov: ^7 Las llamas se propagan y lo devoran todo a su paso.
opening_load,71,73.4,^2U.S. President: ^7 Ha sido un acto de guerra contra los Estados Unidos por parte de Rusia y sus aliados. Pero no teman; venceremos.
opening_load,73.5,77,^2Makarov: ^7 Nuestros enemigos creen que solo ellos controlan el curso de la historia.
opening_load,79,82.2,^2Makarov: ^7 Pero solo se necesita la voluntad de un hombre.
paris_ac130_load,11,13.8,"^2Presidential Aide: ^7 General, habla con el presidente y con el Consejo de Seguridad. "
paris_ac130_load,14,15,^2Overlord: ^7 Presidente…
paris_ac130_load,15.4,17.8,"^2U.S. President: ^7 General, ¿ha encontrado ya a Makarov?"
paris_ac130_load,18,22.5,"^2Overlord: ^7 No, pero su fabricante de bombas nos ha revelado su paradero. Estamos haciendo progresos."
paris_ac130_load,23,24.5,^2U.S. President: ^7 ¿Progresos? ¿Lo tiene ya o no?
paris_ac130_load,25,28.5,^2Overlord: ^7Delta le ha capturado. Le estoy enviando las grabaciones.
paris_ac130_load,29.2,30.5,^2U.S. President: ^7¿Cuál es su estado?
paris_ac130_load,30.6,33.8,"^2Overlord: ^7 Tienen bajo custodia a Volk, pero su operación se ha visto comprometida."
paris_ac130_load,34,35.8,"
^2U.S. President: ^7En castellano, General, por favor... "
paris_ac130_load,36,38.5,
^2Overlord: ^7Tendrán que llegar al punto de extracción por la fuerza.
paris_ac130_load,38.8,45.7,"^2U.S. President: ^7General, quiero a ese tal Volk vivo. Me da igual lo que cueste. Traiga a esos hombres a casa de una pieza."
prague_escape_load,15.5,16.5,^2Soap: ^7¿En qué vehículo irá él?
prague_escape_load,17,21.5,^2Yuri: ^7Siempre lo cambian por motivos de seguridad. No lo sabremos hasta que salga.
prague_escape_load,22,23.6,^2Soap: ^7Parece saber mucho sobre Makarov... 
prague_escape_load,26,27.5,"^2Price: ^7Alpha 1, prueba de radio. Cambio."
prague_escape_load,28.5,30.9,"^2Soap: ^7Bravo 1, verifico. Atrincherados y en línea de tiro."
prague_escape_load,31.2,34.3,^2Price: ^7 Bien. Kamarov es nuestros ojos y oídos dentro del hotel.
prague_escape_load,34.8,36.8,^2Price: ^7 Empezaremos en cuanto nos dé el visto bueno.
prague_escape_load,38.6,39.5,^2Price: ^7 ¿Ve algo? 
prague_escape_load,40,43.5,^2Soap: ^7 No hay ni Dios. Parece que Makarov llega tarde a su propio funeral.
prague_escape_load,44.5,47.8,^2Price: ^7Espere a que tengamos vía libre. Después podrá llenarlo de plomo si le apetece.
prague_escape_load,48,50,^2Soap: ^7 Con un tiro me sobra.
prologue_select_load,12.5,18.5,^2Price: ^7El mundo conocido... ya no existe. ¿Hasta dónde llegaría para recuperarlo?
prologue_select_load,20,23.5,^2Price: ^7 Shepherd creó una guerra... y nosotros sabíamos la verdad.
prologue_select_load,26.5,28.5,^2Price: ^7¡Nikolai! ¡Saquemos a Soap de aquí!
prologue_select_load,29.5,31.5,^2Nikolai: ^7 Da. Conozco un lugar.
rescue_2_load,9,12.5,^2Sandman: ^7Hemos perdido a la chica. Parece que se la han llevado a una mina de diamantes de Siberia. 
rescue_2_load,13,18.6,^2Price: ^7Tenemos una oportunidad para coger al presidente antes de que revele los códigos de lanzamiento y Makarov acabe con Europa.
rescue_2_load,19,21.5,^2Price: ^7La fiesta se va a animar en cuanto pisemos tierra firme.
rescue_2_load,22,23.5,"^2Sandman: ^7Procuraré no dejarlo atrás, viejo."
rescue_2_load,23.7,29.5,"^2Price: ^7A los yanquis les encanta llevarse el mérito, así que Yuri y yo mantendremos a raya a los vecinos mientras ustedes rescatan a los rehenes."
rescue_2_load,30,33,^2Sandman: ^7Bien. Afinen la puntería. Nadie quiere un rehén muerto.
rescue_2_load,33.5,34.5,"^2Truck: ^7¿Cómo está la cosa, jefe?"
rescue_2_load,34.8,35.8,^2Sandman: ^7Todos son enemigos.
rescue_2_load,36,37.5,^2Grinch: ^7Y que lo diga.
sp_berlin_load,0,0,^2Sandman: ^7 Conécteme con esa línea.
sp_berlin_load,0,0,^2Grinch: ^7 Podemos matar a cualquiera sin coleta...
sp_berlin_load,8.5,15.5,"^2Overlord: ^7Makarov ha seguido a la hija de Vorshevsky hasta Berlín. Si encuentran a la chica, él no tardará en revelar los códigos nucleares."
