castle_load,11.2,15,^2Price: ^7There's a clocktower in Hereford where the names of the dead are inscribed.
castle_load,15.2,20,^2Price: ^7We try to honor their deeds even as their faces fade from our memory.
castle_load,20.5,25,"^2Price: ^7Those memories are all that's left, when the bastards have taken everything else."
castle_load,26.2,27,^2Baseplate: ^7What happened?
castle_load,27.3,28.5,^2Price: ^7He killed Soap.
castle_load,29,30,"^2Price: ^7He's gone, Mac."
castle_load,31,32.3,"^2Baseplate: ^7What do you need from me, son?"
castle_load,32.5,38.8,^2Price: ^7A location. Our Russian says Makarov used to cache weapons at an old castle near Prague.

  He's got nothing more solid than that.
castle_load,39,39.8,^2Baseplate: ^7Can you trust him?
castle_load,40.2,41.5,^2Price: ^7What choice do I have?
castle_load,41.6,44,^2Price: ^7He's got his own reasons for wanting Makarov dead.
castle_load,44.5,45.5,^2Price: ^7Place ring any bells?
castle_load,46,53,"^2Baseplate: ^7Aye.  We ran drones over a suspect castle back in Zakhaev's day, but we never got wind of our targets 

visiting the area."
castle_load,53.1,54.4,^2Price: ^7What am I up against?
castle_load,54.5,60.5,^2Baseplate: ^7The place is a fortress.  Only one way in or out - unless you've learnt to fly.
castle_load,60.6,66.5,"^2Baseplate: ^7Security office on the far side of the compound, and a command center north of that.  Both were heavily guarded."
castle_load,67.5,71,"^2Baseplate: ^7If Makarov's there, he'll be in that control room."
castle_load,71.5,72.8,^2Baseplate: ^7What's this you're sending me?
castle_load,73.2,74.5,^2Price: ^7Equipment list.
castle_load,74.6,78.3,"^2Baseplate: ^7That's a lot of hardware, John.  What'd you plan on doin'?"
castle_load,78.5,79.8,^2Price: ^7What you taught me to do...
castle_load,80.5,81.8,^2Price: ^7Kill em all.
hamburg_load,5,8,"^2Wallcroft: ^7I repeat: Downing Street is within the contamination radius, over!"
hamburg_load,11.5,16.8,^2GIGN Commander: ^7This is GIGN HQ.  My men are dead or dying!  I've been exposed!
hamburg_load,17,18.5,^2Ramstein AFB: ^7This is Ramstein! We're under attack!
hamburg_load,19,22.3,^2Overlord: ^7Roger - we are aware of the gas attack and are sending decon units your way.
hamburg_load,23,25.5,^2Ramstein AFB: ^7Not the gas! We're under attack by Russian ground forces!
hamburg_load,26,28.5,"^2Overlord: ^7Say again, Ramstein. What Russian forces?"
hamburg_load,29,31.5,^2Ramstein AFB: ^7The entire Russian army!  Request immediate assistance.
hamburg_load,36,40.5,^2Overlord: ^7This was no act of terrorism. The attacks were intended to cripple our defenses and pave the way for an invasion.
hamburg_load,41,43.5,^2Overlord: ^7We need to hit them now with everything we've got.
hamburg_load,43.8,45.5,"^2Battle Captain: ^7Sir, we've lost contact with the delegation in Hamburg."
hamburg_load,46,50.5,"^2Overlord: ^7Metal 0-1, this is Overlord actual.  You are being re-routed for Hamburg."
hamburg_load,50.6,52.5,^2Overlord: ^7We've got a principal level hostage rescue.
hamburg_load,52.8,53.5,^2Sandman: ^7Who is it?
hamburg_load,54,55,^2Overlord: ^7The Vice President.
hijack_load,0,0,^2Commander: ^7All teams check in.
hijack_load,0.5,3.5,^2Price: ^7They say truth is the first casualty of war.
hijack_load,9.4,11.5,^2Price: ^7But who defines what's true?
hijack_load,28.5,33,^2Price: ^7Truth is just a matter of perspective.
hijack_load,37.5,47.5,"^2Price: ^7The duty of every soldier is to protect the innocent, and sometimes that means preserving the lie of good and evil - that war isn't just natural selection played out on a grand scale."
hijack_load,51,55,^2Price: ^7The only truth I've found is that the world we live in is a giant tinderbox.
hijack_load,55.5,59,^2Price: ^7All it takes is someone to light the match.
london_load,0,0,^2French Intel Officer: ^7This is Corsica station. We're picking up an encrypted message.
london_load,0,0,^2French Intel Officer: ^7Alert the British Intelligence liason that we have a situation.
london_load,0,0,"^2MI5 Director: ^7Captain, whatever they're up to - put a stop to it."
london_load,20,23.5,^2MI6 Officer: ^7The French just intercepted a message concerning a suspicious shipment headed for British soil.
london_load,24,25.5,^2SIS Chief: ^7Have we identified the vessel?
london_load,26,29.5,"^2MI6 Officer: ^7No sir, the call came from a number on the watch-list for Fregata Industries."
london_load,30,33,^2SIS Chief: ^7Wake up MI5 and notify them that we have an imminent threat.
london_load,34,35.5,"^2MI5 Director: ^7Gentlemen, what do we know?"
london_load,36,42,"^2MI6 Officer: ^7Nothing solid. Special Branch is sweeping up known persons of interest, but we advise tasking SAS to investigate Tier One threats."
london_load,42.5,43.8,^2MI5 Director: ^7Patch me through to Hereford.
london_load,44.8,48.5,"^2Baseplate: ^7Ma'am, I understand we have unknown hostiles expecting a package."
london_load,49,59.8,"^2MI5 Director: ^7MI5 has identified several possible points of entry. Be advised, the nature of the cargo is currently unknown."
london_load,56,60.5,"^2Baseplate: ^7Roger, my team is making ready. We'll be on plot within the hour."
london_load,60,63.5,"^2Baseplate: ^7Don't worry, ma'am.  Whatever they're up to, we'll put a stop to it."
opening_load,12.5,14.5,^2Makarov: ^7All warfare is based on deception.
opening_load,21.5,24.5,"^2Makarov: ^7For years, the West's hypocrisy has made the world a battlefield."
